monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Minimart, Playground, Lift","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Seri Timah, Taman Seri Timah, Seri Kembangan, Selangor",With full furniture unit<br><br>Nearby:<br>- The Mines Shopping Mall<br>- AEON Cheras Selatan<br>- NSK Batu 9 Cheras<br>- Sekolah Kebangsaan Cheras Jaya<br>- SJKC Batu 11 Cheras<br>- Columbia Asia Hospital<br><br>mr wong 0192184680,Selangor,Seri Kembangan,2025-02-23 22:10,2025-02-24,110246397,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,622 sq.ft.,Fully Furnished,"Minimart, Squash Court, Jogging Track, Parking, Playground, Swimming Pool, Gymnasium, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor","Menara U, Seksyen 13 Shah Alam untuk disewakan‼️[Fully Furnished] [Near to MSU & Aeon]<br><br>2 Bilik 🛏<br>1 Bilik Air  🛁<br>1 Parking Lot 🚙<br>*Spacious Unit<br><br>Kelengkapan:<br>➡️ Katil + Tilam [Double Decker x3] [Single Bed x2] 🛌<br>➡️ Peti Sejuk 🧊<br>➡️ Aircond ❄<br>➡️ Mesin Basuh 🧺<br>➡️ Almari <br>➡️ Meja Makan 🍽<br><br>Kemudahan:<br>➡️ Ada lif 🛗<br>➡️ Sekuriti 24 jam👮<br>➡️ Swimming Pool 🏊‍♂️<br>➡️ Badminton Court 🏸<br>➡️ Squash Court 🎾<br>➡️ Surau 🕌<br>➡️ Gym 🏋‍♂️<br>➡️ Dobi 🧺<br><br>Berdekatan:<br>➡️ Kawasan Shoplot & Kedai Makan<br>➡️ Aeon Mall, Giant & Lotus<br>➡️ MSU & Politeknik Shah Alam <br>➡️ Stadium Shah Alam ⚽️<br>➡️ Stesen KTM Batu 3 🚉<br>➡️ Masjid MSU 🕌<br><br>Sewa Bulanan : RM1600<br>Deposit : 2 bulan refundable sekuriti deposit + 1 bulan advance sewa + 0.5 bulan refundable utilities deposit + tenancy agreement<br><br>Availability: Februari 2025<br>*Minimum kontrak 1 tahun<br><br>Sekiranya berminat, boleh hubungi saya untuk maklumat lanjut atau boleh klik link di bawah 👇🏻👇🏻👇🏻<br><br>www.wasap.my/60192375045/SewaMenaraU1600an<br>www.wasap.my/60192375045/SewaMenaraU1600an<br>www.wasap.my/60192375045/SewaMenaraU1600an<br><br>#RumahMurahShahAlam<br>#PangsapuriShahAlam<br>#Seksyen13ShahAlam<br>#RumahSewaMurah",Selangor,Shah Alam,2025-02-23 22:08,2025-02-24,109857532,3.078268230784844,101.54296069241275
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,980 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor","Servis Apartment Alam Sanjung, Seksyen 22 Shah Alam untuk disewakan‼️[Fully Furnished] [Easy Access To Federal Highway]<br><br>3 Bilik 🛏<br>2 Bilik Air 🚿<br>2 Lot Parking 🚙<br>*Corner Unit<br><br>Kelengkapan:<br>➡️ Katil + Tilam 🛌<br>➡️ Peti Sejuk 🧊<br>➡️ Mesin Basuh 🧺<br>➡️ Aircond x3 [Ruang Tamu, Bilik Master, Bilik 2nd] ❄️<br>➡️ Sofa <br>➡️ Meja Makan 🍽<br>➡️ Kabinet Dapur ✅️<br>➡️ Dapur Masak<br>➡️ Meja Makan <br>➡️ Wardrobe  <br>➡️ Water Heater x2<br><br>Kemudahan:<br>➡️ 24 Jam Security 👮<br>➡️ Covered Parking 🚙<br>➡️ Swimming Pool 🏊‍♂️ <br>➡️ Laundry 🧺<br>➡️ Court Badminton 🏸 <br>➡️ Gym<br>➡️ Multipurpose Hall <br>➡️ Surau 🕌<br>➡️ BBQ Area <br>➡️ My News<br>➡️ Mini Giant <br><br>Lokasi Berdekatan:<br>➡️ MSU<br>➡️ Aeon Mall<br>➡️ Giant<br>➡️ Tesco<br>➡️ KTM Batu 3<br>➡️ Federal Highway , ELITE, Kesas, NKVE<br><br>Sewa Bulanan : RM1800 <br>Deposit : 1 bulan advance sewa + 2 bulan refundable rental deposit + 0.5 bulan refundable utilities deposit + agreement<br><br>Availability: Mac 2025<br>*Minimum kontrak 1 tahun<br><br>Sekiranya berminat, boleh hubungi saya untuk maklumat lanjut atau boleh klik link di bawah 👇🏻👇🏻👇🏻<br><br>www.wasap.my/60192375045/SewaAlamSanjung1800ik<br>www.wasap.my/60192375045/SewaAlamSanjung1800ik<br>www.wasap.my/60192375045/SewaAlamSanjung1800ik",Selangor,Shah Alam,2025-02-23 22:08,2025-02-24,109613619,,
"RM 1,050 per month","Apartment / Condominium, For rent",Condominium,3,2,1048 sq.ft.,Partially Furnished,"Lift, Security, Gymnasium, Jogging Track, Parking, Swimming Pool, Sauna, Playground, Barbeque area, Tennis Court, Multipurpose hall, Minimart","Cooking Allowed, Air-Cond","Jalan Saujana Putra, Bandar Saujana Putra, Selangor","with aircond<br>grills<br>fans<br>lights<br><br>AMENITIES :<br>• SK and SMK Bandar Saujana Putra<br>• Surau Al Hidayah<br>• MAHSA University<br>• Taska and Kindergarten<br>• Balai Polis Bandar Saujana Putra<br>• Shops, Restaurants, Mini Markets, Petrol Stations<br>• KFC And Burger King<br><br>ACCESSIBILITY :<br>• SKVE Highway<br>• Elite Highway<br>• 40mins to Kuala Lumpur City Centre<br>• 30mins to KLIA<br>• 30mins to Shah Alam<br>• 15mins to Rimbayu<br><br>mr wong 0192184680",Selangor,Bandar Saujana Putra,2025-02-23 22:05,2025-02-24,110246374,2.9447116631418795,101.58690436207732
"RM 1,150 per month","Apartment / Condominium, For rent",Condominium,3,3,1025 sq.ft.,Partially Furnished,"Swimming Pool, Security, Playground, Parking, Lift","Cooking Allowed, Air-Cond","Persiaran Tropicana Heights 1B, Bandar Teknologi Kajang, Kajang, Selangor",looking malay tenant only#<br><br>3 room 3 bathroom unit<br><br>provide 2 parking lot<br><br>with 3 airconds<br>3 water heaters<br>3 wardrobe<br>kitchen cabinet<br>tv cabinet<br>fans<br>lights<br><br>Fasiliti & Kemudahan<br>- 2 Car Park<br>- Tempat letak kereta berbumbung<br>- Taman Permainan Kanak-kanak<br>- Rumah Kelab<br>- Bilik gimnasium<br>- Trek joging<br>- Dewan serbaguna<br>- Keselamatan 24 jam<br>- Kolam renang<br>- Badminton Court<br>.<br>Lokasi terdekat :<br>- 3.6km/ 7min ke Mydin Hypermarket Semenyih<br>- 3.8km/ 10min ke Billion Shopping Centre Semenyih<br>- 7.9km/14mins ke UKM<br>- 10.9km/17mins ke University KL Malaysia France Institute<br>- 10.8km/17mins ke Kolej Poly-Tech Mara Bangi (KPTM)<br>- 4.7km/7mins ke Jalan Reko dan Bangi<br>- 3.7km/6min access ke highway<br><br>mr wong 0192184680,Selangor,Kajang,2025-02-23 22:05,2025-02-24,110246367,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,970 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Security, Lift, Gymnasium","Cooking Allowed, Air-Cond","Jalan Seri Putra 2/3, Bandar Seri Putra, Bangi, Selangor",With lift<br><br>With 4 Airconds<br>2 Water Heaters<br>Kitchen Cabinet<br>Stove<br>Hood<br>Grills<br>Fans<br>Lights<br><br>Facilities :-<br>- 24 hours security<br>- Swimming Pool<br>- Wading Pool<br>- Playground<br>- Jogging Track<br>- Gymnasium Room<br><br>Amenities :-<br>- Tesco<br>- Pasaraya CS<br>- Family Mart<br>- Balai Polis<br>- Restaurants<br>- Bangi Wonderland<br>- Masjid Bandar Seri Putra<br>- Sekolah Rendah Bandar Seri Putra<br>- Sekolah Menengah Bandar Seri Putra<br><br>Accessibilities :-<br>- KTM Bangi<br>- PLUS Highway<br>- North-South Expressway Central Link (ELITE)<br>- Kajang-Seremban Highway (LEKAS)<br><br>mr wong 0192184680,Selangor,Bangi,2025-02-23 22:05,2025-02-24,110246365,2.8801704499999996,101.78377915
"RM 4,200 per month","House, For rent",2-storey Terraced House,5,3,1760 sq.ft.,Fully Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,"2 Sty Taman SS 8 Fully Furnished PJ For Rent Rm 4200<br><br>- 5 Bedrooms + 3 Bathrooms<br>- 22 x 80 sqft<br>- ⁠Good Location<br>- ⁠Fully Furnished<br>- ⁠Available On 1st May 2025<br>- Rental : RM 4,200<br><br>Jalan PJ SS 8, Selangor Darul Ehsan<br><br>For more info / viewing, Kindly Contact / Whatsapp:-<br>Ann Wai 019-955 9028<br>ONE MAKER Realty (REN34419)",Selangor,Petaling Jaya,2025-02-23 22:03,2025-02-24,110246425,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,870 sq.ft.,Not Furnished,"Parking, Security",Cooking Allowed,"Jalan Pluto U5/138, Shah Alam, Selangor","Available 15 feb onwards<br><br>Level 4 no lift ( top floor )<br><br>✔ 5 min to Star Avenue Lifestyle Mall<br>✔ 13 min to Mydin Bukit Jelutong<br>✔ Close to Econsave Kampung Baru Subang<br>✔ Near to HELP University, HELP International School & SMK Subang Bestari<br>✔ Easily accessible via Jalan Sungai Buloh & Damansara–Shah Alam Elevated Expressway (DASH)<br><br>mr wong 0192184680",Selangor,Shah Alam,2025-02-23 22:02,2025-02-24,109743672,3.1641752519751543,101.5364285315286
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,815 sq.ft.,Partially Furnished,"Lift, Barbeque area, Minimart, Swimming Pool, Parking, Playground, Gymnasium, Security, Sauna, Multipurpose hall","Cooking Allowed, Air-Cond, Near KTM/LRT","Jalan Pinggiran Putra 1, Seksyen 2, Taman Pinggiran Putra, Seri Kembangan, Selangor","with 1 Aircond<br>Kitchen cabinet<br>Stove<br>Hood<br>Sofa<br>1 queen bed<br>Make up table<br>Wardrobe<br>Tv cabinet<br>Chairs<br>Curtains<br>Grills<br>Fans<br>Lights<br><br>Current operation Banks in Equine Boulevard<br>* Maybank<br>* Public Bank<br>* Cimb<br>* Hong Leong Bank .. more to come.<br><br>Amenities :<br>* AEON Shopping Mall<br>* Giant<br>* Pasar Borong Selangor<br>* Alice Smith International School<br>* Government school @ Desaminium<br>* Putrajaya Terminal (Putrajaya KLIA Transit Station)<br>* Commercial centre (Permai Square/Putra Walk)<br>* Clinics, Restaurants, Cafe, Car workshop<br><br>Nearby housing residential :<br>* Villa Avenue<br>* D Alpinia<br>* Alam Sanctuary<br>* Lestari Mansion<br>* 16 Sierra by IOI<br>* Prima Tropika<br>* Sovereign<br>* Taman Putra Permai<br>* Taman Pinggiran Putra...ETC...<br><br>Accessibility:<br>* MRT 2 Equine<br>* MEX Highway<br>* LDP express way<br>* S.K.V.E express way<br>* Putrajaya-Cyberjaya express way<br>* KLIA express way<br>* Bukit Jalil Highway<br><br>mr wong 0192184680",Selangor,Seri Kembangan,2025-02-23 22:02,2025-02-24,109603026,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Swimming Pool, Playground, Parking, Lift","Cooking Allowed, Near KTM/LRT","Jalan Pinggiran Putra, Taman Pinggiran Putra, Seri Kembangan, Selangor","Unit available end feb or 1 march onwards<br><br>With 2 Airconds<br>Kitchen Cabinet<br>Grills<br>Fans<br>Lights<br><br>- Lots of mart and food outlets nearby<br>- Next to AEON Mall Taman Equine & Equine Park<br>- 3 min to Taman Equine MRT Station<br>- Close to Mydin Puncak Jalil & Giant Seri Kembangan<br>- Near to Alice Smith School - Secondary Campus, SMK Taman Desaminium, SMK Seri Kembangan & SMK Seri Serdang<br>- Easily accessible via Jalan Putra Permai, Damansara-Puchong Expressway & MEX Highway",Selangor,Seri Kembangan,2025-02-23 22:02,2025-02-24,109964633,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Not Furnished,"Parking, Security, Playground","Cooking Allowed, Near KTM/LRT","Jalan Seksyen 3/1A, Taman Kajang Utama, Kajang, Selangor","unit available end jan or 1 feb onwards<br><br>level 4 no lift (top floor)<br><br>~ 1 Parking<br>~ Gated & guarded<br>.<br>NEARBY:<br>Komuter UKM, Stesen Bas Kajang<br>ECONSAVE, PKNS Bangi, Bangi Gateway<br>Stesen MRT Kajang yang sedang dibina<br>Various government department (EPF, Pejabat Imigresen, LHDN, JPN)<br>.<br>EASY ACSESS:<br>5 Min to SILK Highway<br>10 Min to KL-SEREMBAN Highway<br>15 Min to LEKAS Highway<br><br>mr wong 0192184680",Selangor,Kajang,2025-02-23 22:02,2025-02-24,109607766,2.975814238617539,101.80055244438756
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,1,650 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan 15/K, Seksyen 15, Bandar Baru Bangi, Bangi, Selangor","Bangi Gateway FOR RENT<br><br>Unit details;<br>- 3 rooms 1 bath<br>- 2 parkings<br>- Fully furnished<br>- NICE UNIT <br><br>Fully Furnished with:<br>- Kitchen Cabinet<br>- T.V and tv rack<br>- Lighting and fans<br>- Wardrobe<br>- Mattress<br>- Sofa<br>- Coffee Table<br>- Dining table and chairs<br>- Curtains<br>- Grill<br>- Kitchen hob and hood<br>- Aircond<br>- Water Heater<br>- Washing machine and fridge<br>- MORE<br><br>***  PICTURE DISPLAYED IS NOT ACTUAL UNIT  ***<br><br><br>*** The pictures is just for environment display only NOT the actual unit ***<br><br><br>Please: Call/SMS/WhatsApp/Email for more information. Thank you!<br>-<br>(Kayden Fong : 012-6239011)<br>(Kayden Fong : 012-6239011)<br>(Kayden Fong : 012-6239011)<br><br>Email = karkit789@gmail.com<br><br>Vestcom Realty E(3)1484<br>D-12 (Level 2) Cheras Centrepoint<br>Medan Connaught, 56000<br>Kuala Lumpur.<br><br>*** Owner have unit can contact me as well ***",Selangor,Bangi,2025-02-23 22:01,2025-02-24,101534535,2.9311812439503004,101.76688155093953
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,1048 sq.ft.,Partially Furnished,"Playground, Gymnasium, Club house, Parking, Squash Court, Jogging Track, Lift, Barbeque area, Swimming Pool, Sauna, Security, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Saujana Putra, Bandar Saujana Putra, Selangor","BSP 21 Residence Jenjarom FOR RENT<br><br>Unit details:<br>- 3 rooms 2 baths<br>- 1 parking<br>- Partially Furnished <br>- NICE UNIT <br><br>Partially Furnished with:<br>- Kitchen Cabinet<br>- Lighting and fans<br>- Curtains<br>- Grill<br>- Aircond<br>- Water Heater<br>- MORE<br><br>***  PICTURE DISPLAYED IS NOT ACTUAL UNIT  ***<br><br><br>*** The pictures is just for environment display only NOT the actual unit ***<br><br><br>Please: Call/SMS/WhatsApp/Email for more information. Thank you!<br>-<br>(Kayden Fong : 012-6239011)<br>(Kayden Fong : 012-6239011)<br>(Kayden Fong : 012-6239011)<br><br>Email = karkit789@gmail.com<br><br>Vestcom Realty E(3)1484<br>D-12 (Level 2) Cheras Centrepoint<br>Medan Connaught, 56000<br>Kuala Lumpur.<br><br>*** Owner have unit can contact me as well ***",Selangor,Bandar Saujana Putra,2025-02-23 22:00,2025-02-24,107364653,2.9447116631418795,101.58690436207732
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,810 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground",Cooking Allowed,"Jalan Ecohill 1/2, Setia Ecohill, Semenyih, Selangor","with new painted<br>reno kitchen table top<br>stove<br>grills<br>fans<br>lights<br><br>FACILITIES:<br>=========<br>* 24-hours Security with CCTV<br>* Smart card access<br>* Surau<br><br>Amenities :<br>=======<br>- Schools / Nottingham University<br>- MCD / KFC / Starbuck<br>- Petrol stations & Bank<br>- Setia Ecohill Express Link to LEKAS Highway<br>- Lotus (Tesco), Econsave, Segi, 99 Speed Mart, 7-Eleven, etc.<br>- ECOHILL Taipan (Shoplots)<br>- Setia EcoHill Walk (Shopping Mall)<br>mr wong 0192184680",Selangor,Semenyih,2025-02-23 21:53,2025-02-24,110178028,2.922950469162594,101.85062415220165
RM 600 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,"Playground, Security","Cooking Allowed, Washing Machine","Jalan SP 4/2, Bandar Saujana Putra, Bandar Saujana Putra, Selangor","level 4 no lift (top floor)<br><br>With fridge<br>washing machine<br>simple kitchen cabinet<br>Grills<br>Fans<br>Lights<br><br>AMENITIES :<br>• SK and SMK Bandar Saujana Putra<br>• Surau Al Hidayah<br>• MAHSA University<br>• Taska and Kindergarten<br>• Balai Polis Bandar Saujana Putra<br>• Shops, Restaurants, Mini Markets, Petrol Stations<br>• KFC And Burger King<br><br>ACCESSIBILITY :<br>• SKVE Highway<br>• Elite Highway<br>• 40mins to Kuala Lumpur City Centre<br>• 30mins to KLIA<br>• 30mins to Shah Alam<br>• 15mins to Rimbayu<br><br>mr wong 0192184680",Selangor,Bandar Saujana Putra,2025-02-23 21:53,2025-02-24,110150234,2.954035961995176,101.5834997315083
RM 450 per month,"Apartment / Condominium, For rent",Apartment,3,2,712 sq.ft.,Not Furnished,Playground,Cooking Allowed,,"Available end dec or 1 jan onwards<br><br>Level 5 no lift (top floor)<br><br>NEARBY AMENITIES<br>* Surau<br>* Primary and Secondary School<br>* Colleges and Universities<br>* Kajang Sentral Park<br>* Restaurants, shops, offices, banks<br>* 3 mins drive to Kajang Town, Hospital, Metro Point Business Center<br><br>ACCESSIBILITY<br>* Komuter Kajang and MRT Kajang<br>* SILK Highway<br>* LEKAS Highway<br>* Grand-Saga Highway<br>* PLUS Highway<br><br>mr wong 0192184680",Selangor,Kajang,2025-02-23 21:53,2025-02-24,110032457,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,830 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Security, Parking, Lift, Gymnasium, Minimart","Cooking Allowed, Washing Machine, Air-Cond","No.4, Jalan Setia Gemilang U13/45C, Seksyen U13, Setia Alam, Selangor",With 2 parking lot<br><br>With 1 Aircond<br>Water Heater<br>Kitchen Cabinet<br>Stove<br>Hood<br>Washing Machine<br>Dryer<br>Grills<br>Fans<br>Lights<br><br>FACILITIES:<br>- Security<br>- Lift<br>- Swimming Pool<br>- Playground<br>- Gymnasium<br>- Multipurpose hall<br>- Jogging Track<br><br>NEARBY:<br>- Setia City Mall<br>- Eco Ardence Labs<br>- Tesco Setia Alam<br>- Jaya Grocer<br>- Columbia Hospital<br>- Lotus Setia Alam<br>- Tenby International School<br>- Pin Hwa High School<br>- SMK Setia Alam and SK Setia Alam<br>- Setia Alam Central Park<br><br>mr wong 0192184680,Selangor,Setia Alam,2025-02-23 21:53,2025-02-24,110026484,3.131853597195424,101.47140998572945
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Parking, Lift, Barbeque area, Playground, Gymnasium, Security, Minimart, Multipurpose hall, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 8/8, Damansara Perdana, Selangor","D’Quince Residences – PJ Petaling Jaya | Prime Location! 🏢<br>📍 2KM to IKEA Damansara 🛋️ | 4KM to 1 Utama Shopping Centre 🛍️<br><br>🛏️ 3 Bedrooms | 🚿 2 Bathrooms | 🌿 Balcony with Greenery View<br>✨ Fully Furnished with Stunning Interior Design<br>🏡 Brand New Unit & Items 🆕🔖<br><br>What’s Inside?<br>🐾 Pet-Friendly Anti-Scratch Sofa<br>👩‍🍳 Kitchen Cabinet with Hood & Hob<br>🧺 Washing Machine | ❄️ Fridge<br>🚿 Water Heaters with Pump (2 units)<br>❄️ Airconds in All Rooms (4 units)<br><br>Why You’ll Love Living Here:<br>✅ Corner Unit for Maximum Privacy<br>🌿 Unblocked Views from Balcony, Yard & Bedroom Windows 🌅🏡<br>🏋️‍♂️ Big Fitness Hub Gym<br>🏊‍♂️ Swimming Pool<br>🏀 Basketball Court<br>🔥 BBQ Grill & Dine Area<br>🛒 BilaBila Mart Convenience Store<br>🛡️ 24/7 Security<br><br>Prime Location Highlights:<br>🚗 2KM to IKEA Damansara<br>🚗 4KM to 1 Utama Shopping Centre<br>🚗 Easy Access to NKVE, LDP & Sprint Highways<br>🛍️ Nearby Malls: The Curve, IPC, Paradigm Mall<br>🍴 Cafes, Restaurants & Groceries within Minutes<br><br>💰 Monthly Rental: RM2,800<br>💬 Contact: SMS/WhatsApp 01135820815<br><br>✅ Move-in Ready! Perfect for families, professionals, or pet lovers. Don’t miss this brand-new, fully furnished corner unit with unblocked views and top-notch facilities!",Selangor,Damansara Perdana,2025-02-23 21:50,2025-02-24,110246304,3.1660142958929725,101.61167706466281
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,4,2000 sq.ft.,Not Furnished,"Parking, Security, Jogging Track, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",,"Type: 2 Storey Terrace (Intermediate)<br>Location: Seksyen 6, Bangi Avenue 2<br>Asking Price: RM1,400 only (inclusive security fees)<br>Deposit: 2+1+0.5+TA<br><br>Property Details:<br>- 4 Bedrooms, 4 Bathrooms<br>- Land size: 20' x 65' (1,300) sqft <br>- Built-up: 2,000 sqft (approx)<br>- Basic unit with lights, fans, grille, kitchen top & water heater (master bedroom)<br><br>Facilities: <br>- 24 hours security (with Access Card System)<br>- Playground<br>- Surau (walking distance)<br>- Futsal, Badminton, Takraw Courts<br><br>Amenities:<br>- Pasaraya CS Bangi Avenue, Tesco Bandar Puteri Bangi<br>- KUIS, USIM, UKM, KPTM, UNITEN<br>- Petron, Petronas<br>- Hong Leong Bank, Bank Simpanan Nasional<br>- Klinik Kesihatan Bandar Seri Putra<br>- Restaurants, shop lots, workshop, laundry, 99 Speedmart<br>- Mc Donalds, KFC, Dominos, Pizza Hut, A&W, Roti Boy etc<br>- Bangi Wonderland<br><br>Accessibilities:<br>- Highway: PLUS, SILK, ELITE <br>- 5 min exit from Putra Mahkota toll<br>- 10 min to UKM, Bangi, Nilai<br>- 15 min to Kajang & Semenyih town<br>- 20 min to Putrajaya<br>- 25 min to KLIA / KLIA2<br>- 30 min to Seremban<br><br><br>For viewing and appointment, please do not hesitate to contact:<br><br>Herman<br>012 294 3894 (whatsapp/call/sms)",Selangor,Bangi,2025-02-23 21:50,2025-02-24,110246286,,
