monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,864 sq.ft.,Partially Furnished,"Parking, Security, Playground","Cooking Allowed, Air-Cond","Jalan Perdana 5/1, Pandan Perdana, Cheras, Selangor",level 3 no lift<br><br>with 3 airconds<br>water heater<br>kitchen cabinet<br>wardrobe<br>queen bedframe<br>grills<br>fans<br>lights<br><br>*Amenities*<br>==========<br>Mall | Supermarket<br>LRT | Schools | Shops<br>Lotus Ampang | Shemelin Mall<br>Tasik pandan Perdana | SK Pandan Perdana<br><br>*Accessibility*<br>==============<br>MRR2 | East-West Link Highway<br>Jalan Cheras | Kuala Lumpur-Seremban Highway<br>Shah Alam Highway<br><br>Nearby Amenities (Within 1 KM)<br>*School*<br><br>Sekolah Kebangsaan Pandan Perdana<br><br>Sekolah Kebangsaan Kampung Cheras Baharu<br><br>mr wong 0192184680,Selangor,Cheras,2025-02-25 15:45,2025-02-26,110268039,3.1106570150576296,101.74243974071062
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Jalan Sepah Puteri 2storey house for rent #LIST-87492<br>@ Kota Damansara<br><br><br>-Double storey<br><br>-Jalan Sepah Puteri<br><br>-2000sf<br><br>-4room 3bath<br><br>-partially furnished<br><br>- Intermediate units<br><br>-Close to various facilities<br><br>-no pets,Selangor,Kota Damansara,2025-02-25 15:45,2025-02-26,110268037,,
"RM 3,100 per month","House, For rent",Semi-Detached House,5,4,3600 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,"WTL hk-fs95<br><br>Total room : 5<br>First floor:<br>Room 1 (Toilet Attach)<br>Room 2 (Toilet Attach)<br><br>Second Floor:<br>Room 3 and Room 4 (Sharing toilet)<br>Room 5, Master Bedroom (Toilet Attach)<br><br>1 Washing machine<br>2 Fridges<br>1 Oven<br>1 Microwave<br><br>Details:<br>Sekolah Rendah Agama Kafa Integrasi Surau Al-Asma (400m)<br>SK Sri Jelok (550m)<br>Surau Al Asmah (270m)<br>Speedmart (800m)<br>Hospital Kajang (2.9km)<br>Hospital Tengku Permaisuri Norashikin- Pusat Rawatan Wanita dan Kanak Kanak (2.4km)<br>Giant Kajang (6km)<br>Lotus Kajang (5.3km)<br>Balai Polis IPD Kajang (3.4km)<br>Balai Bomba Kajang (2.8km)<br>KTM Kajang/MRT Kajang (3.8km)<br>SMK Jalan Bukit (3.5km)<br>SMK Convent Kajang (3.9km)<br>Univerisiti Kebangsaan Malaysia, UKM (16km)<br>IOI City Mall (16km)<br><br>#PnAmierawtl",Selangor,Kajang,2025-02-25 15:45,2025-02-26,110267732,,
"RM 1,800 per month","House, For rent",Semi-Detached House,6,6,4500 sq.ft.,Not Furnished,"Security, Playground",Air-Cond,,Tmn Saffron Puteri Height<br>###################<br>-3storey<br>-6bed+6bath<br>-Bare unit<br>-corner unit<br>-good view<br>-Rental Rm1800 only<br><br>-INTERESTED PLS CALL MARCUS 012-6631393 FOR MORE DETAILS.,Selangor,Rawang,2025-02-25 15:45,2025-02-26,110267719,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,710 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Security, Playground, Gymnasium, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Calm & Cozy<br>Good and Amazing view.<br><br>Fully furnish unit.<br><br>Available March 2025<br><br>- 3R2B (3 Bilik 2 Bilik Air)<br>- 2 lot Car Park<br>- Light & Fan<br>- Airconditioning <br>- Bed with mattress (3 set) <br>- Fridge <br>- Washing machine <br>- Sofa<br>- Kitchen Cabinet with hob and hood<br>- Middle Floor<br><br>3 Min to XiaMen University <br>5 Min to ERL Salak Tinggi Station <br>5 Min to Kip Mall Kota Warisan<br>McDonald's etc<br>10 Min to Cyberjaya and Putrajaya <br>15 Min to KLIA 1 & 2<br><br>Berminat boleh contact/WhatsApp <br>0137598463 (Asran-owner) <br>For viewing and others details,Selangor,Sepang,2025-02-25 15:43,2025-02-26,109887127,2.8370947563536943,101.69652554537934
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Barbeque area, Jogging Track, Squash Court, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan PJS 3/54, Petaling Jaya, Selangor","RESIDENSI MEDAN<br>(PJ/ TAMAN MEDAN/ TAMAN DESARIA/ PJS5/ PJCC/ BANDAR SUNWAY/ ASSUNTA HOSPITAL )<br><br>Property Details :<br>⭐ Fully Furnished ( Without TV and Washing Machine )<br>⭐ Built Up Size 850 SQ.FT<br>⭐ 3 Bedrooms 2 Bathrooms <br>⭐ 2 Parking<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>Asking Price : RM1900<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>👍 Good In Condition With A Lot Facilities ; Tip Top Cleaning Service<br><br>Requirements For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- 0.5 Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>************* Property Wanted *************<br>Dear Owners, <br>If you have any property For Sale / Rent, kindly<br>Call / SMS / Whatsapp at 012-2664683 (Jacky) <br><br># FREE Property Valuation *FREE Consultation <br>Contact : Jacky Lee 012-2664683<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>Disclaimer :<br>1. To protect owner and tenant privacy, pictures shown may not be the actual unit, it is for illustration purpose only. <br>2. Viewing appointment on actual unit is always welcome. <br>3. Owner are welcome to list your properties. <br><br>==================================<br>Why choose ME as your negotiator?<br>+ Promising After Sales Service<br>+ Understand your requirement and find you the best<br>+ Responsible and hard work<br>+ Get to know more when you meet ME!<br>===================================<br>I Will Provide You The Best Service And Best Price<br>===================================",Selangor,Petaling Jaya,2025-02-26 12:17,2025-02-26,109041709,3.0722935632972637,101.63258465695729
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Lift, Security, Minimart, Playground, Parking","Cooking Allowed, Washing Machine, Internet, Air-Cond","Jalan PJU 8/1, Damansara Perdana, Selangor","METROPOLITAN SQUARE<br>(DAMANSARA PERDANA/ MUATIARA DAMANSARA/ PJ/ THE CURVE/ IKEA/ PJ TRADE CENTRE/ EMPIRE DAMANSARA/ EMPIRE CITY)<br><br>Property Details :<br>⭐ Fully Furnished<br>⭐ 3 room 2 bath<br>⭐ Built Up Size 1100 SQ.FT <br>⭐ 2 Parking<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>Asking Price : RM2300<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~<br><br>👍 Good In Condition With A Lot Facilities ; Tip Top Cleaning Service<br><br>************* Property Wanted *************<br>Dear Owners,<br>If you have any property For Sale / Rent, kindly<br>Call / SMS / Whatsapp at 012-2664683 (Jacky)<br><br># FREE Property Valuation *FREE Consultation<br>Contact : Jacky Lee 012-2664683<br>~~~~~~~~~~~~~~~~~~~~~~~~~~~<br>Disclaimer :<br>1. To protect owner and tenant privacy, pictures shown may not be the actual unit, it is for illustration purpose only.<br>2. Viewing appointment on actual unit is always welcome.<br>3. Owner are welcome to list your properties.<br><br>==================================<br>Why choose ME as your negotiator?<br>+ Promising After Sales Service<br>+ Understand your requirement and find you the best<br>+ Responsible and hard work<br>+ Get to know more when you meet ME!<br>===================================<br>I Will Provide You The Best Service And Best Price<br>===================================",Selangor,Damansara Perdana,2025-02-25 15:42,2025-02-26,106664285,3.1664164243252557,101.6076060512907
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,4,2400 sq.ft.,Fully Furnished,"Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",,"*WTR - Want to Rent*<br><br>Kategori : Rumah Teres 2 Tingkat.<br>Address: Seksyen 4 Tambahan, 43650 Bandar Baru Bangi.<br><br>Details :<br>1. Keluasan tanah : 20 X 70 sqft.<br>2. ⁠Keluasan binaan : 2,400 sqft.<br>3. Bilangan bilik tidur : 4<br>4. Bilangan bilik air : 4<br>5. Fully furnished.<br>6. Dilengkapi dengan 4 units Aircond.<br><br>Kelebihan rumah ini :<br>1. Kawalan keselamatan 24 jam di jalan masuk.<br>2. 300 meter ke Surau Al-Amirin (Surau Jumaat).<br>3. ⁠ Berdekatan dengan kedai seperti 99Speedmart, KK-Mart, 7-Eleven dan banyak lagi kedai runcit.<br>4. ⁠3 minit drive to SK Jalan Empat, Bandar Baru Bangi.<br>5. ⁠5 minit drive to SMK Jalan Empat, Bandar Baru Bangi.<br>6. ⁠Banyak klinik-klinik yang berdekatan seperti Klinik Syifa, Klinik Zalfah, Klinik Dr. Najwa , dan banyak lagi klinik-klinik lain.<br>7. ⁠15 minit to 20 minit drive to UKM, GMi, MFi dan KPTM Bangi.<br><br>Harga sewaan bulanan RM2,500.<br><br>Hubungi : YAAKUB REN 76561<br>Mobile no. : 019-576 0237<br>Property Excel Realty",Selangor,Bangi,2025-02-25 15:42,2025-02-26,110173843,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,2,1,656 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",", Air-Cond, Cooking Allowed, Internet, Washing Machine","Off Lebuhraya Utara Selatan, Southville City, Bangi, Selangor","Cerrado Executive Suite at Southville City, Bangi (FULLY FURNISHED) <br>Availability: immediate  Rental Price : RM2300  PROPERTY DETAILS:  - Built up : 656 sqft  - floor range: high floor with nice view - 2 Bedrooms  - 1 bathroom - Parking: 2  - full condo facilities: gym | Reflexology path | Showers | Yoga deck | Playground | 50-metre lap pool<br><br>Contact: Lutfi 017-4332894",Selangor,Bangi,2025-02-25 15:41,2025-02-26,110267952,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,2,2,980 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Jogging Track, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor","Duplex Unit For Rent *<br>Fully Furnished (980qft)<br>RM1700 permonth<br><br>Please Call Me Or Contact Me<br>Dylan Keh Show 018-3184526<br><br>Fully Furnished & Furniture:<br>-2 Bed & Mattress<br>- 3 Aircond<br>- Water Heater<br>- Built-in wardrobe<br>- Table & Chair<br>- Ceiling Fan<br>-Sofa<br>-Tv <br>-Can provide More...<br><br>---Nice Location---<br>6 Minit To Cimb Bank,Mcd,Starbucks<br>6 Minit To Dpulze,Shaftsbury,Cyberview<br>5 Minit To Mmu,Cucms<br>5 Minit To Lim Kok Wing<br>15 Minit To Alamanda, Ioi city mall<br><br>Please Call Me Or Contact Me<br>Dylan Keh Show 018-3184526",Selangor,Cyberjaya,2025-02-25 15:35,2025-02-26,110026124,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,4,2800 sq.ft.,Partially Furnished,,,,"2 Storey Alam Budiman, Seksyen U10, Shah Alam [Easy access to Setia Alam]<br><br>===============<br>RENTAL: RM2000 <br>===============<br><br>DETAILS:-<br>Double Storey | Intermediate <br>Leasehold | Bumi lot<br>Land size : 22 x 70 <br>4 Rooms & 4 Bathrooms: each room attach with toilet<br>Store<br>Partially Furnish :<br>Curtains, TV shelf, Wardrobe,1 Queen bed & 2 single bed, Chest drawer, Dining table, Sofa 2 seater, 1 Water heater <br>Kitchen Cabinet ,2 units Aircond (Master bedroom & Living area)<br><br>Amenities:<br>===========<br>Surau & Multipurpose hall,Shoplots,SK Puncak Perdana,SK & SMK Bukit Jelutong,Setia Alam Township<br><br>Accessibility:<br>=============<br>Easy access to Persiaran Moktar Dahari, Persiaran Setia Makmur, DASH Highway,Guthrie Highway,NKVE Highway<br><br>CONTACT:-<br>Ecah 0173790592<br>IQI Realty<br>REN 51781<br>http://www.wasap.my/60173790592/AlamBudiman",Selangor,Shah Alam,2025-02-25 15:33,2025-02-26,109599688,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1314 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track, Tennis Court",Near KTM/LRT,,"Brand New Double Storey for Rent <br>( TAMAN SEMARAK WARISAN ) <br><br>Above photos are actual unit <br><br>Details :<br><br>-18x70 with 1313sf <br>( can fit two car, outside also can park )<br><br>-4 room 3 bathroom<br>( extra 1 more store room ) <br><br>-Backyard having 10ft of extra land <br><br>- Surrounding with greenery & Friendly community <br><br>- Guarded with perimeter fencing <br><br>- Facilities such as playground, badminton court and a beautiful lake <br><br>- Easy access to major highway<br><br>- Distance to KLIA only 10km<br><br>- All race are welcomed. <br><br>Contact for viewing<br>012-8286347<br>Ethan wong",Selangor,Sepang,2025-02-25 15:32,2025-02-26,108487992,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,2,1080 sq.ft.,Not Furnished,,,,"Taman Hibiscus Bandar Seri Coalfieds<br>===================================<br>Rental : RM1200 Monthly<br><br>Details :<br>Double Storey Terrace House<br>- 3Bedroom 2Bathroom<br>- Land Size 18x60<br>- Build Up Size Appox1080 sqft<br>- Fans , Light , Grilled<br><br>=============<br>NEARBY AMENITIES:<br>- Restaurants , Clinics , KIP mall， 99-Speed mart , TMG Mart<br><br>-Easy access to sungai buloh, kota damansara , gurthie highway, latar highway, petaling jaya, kepong,subang,shah alam, klang,selayang",Selangor,Sungai Buloh,2025-02-25 15:30,2025-02-26,110267686,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,600 sq.ft.,Partially Furnished,"Barbeque area, Playground",Near KTM/LRT,"Persiaran Puchong Permai, Taman Puchong Prima, Puchong, Selangor",PANGSAPURI ELINA Partly Furnished <br><br>====================<br>RENTAL  RM800<br>Wasap.my/60189591718/<br>====================<br><br>Property Type : Low Cost Apartment<br><br>Availability : Immediate<br><br>Rooms : 3<br>Bathrooms : 2<br>Size : 600 sqft<br>Level : 3<br>Furnish : Partly Furnished <br>Fridge <br>Washing Machine<br>Single Mattres<br><br><br>Amenities : <br>OTK Hypermarket<br>Hero Market <br>Eco Shop <br>DIY <br>LRT Puchong Prima<br>LRT Puchong Perdana<br>Lotus Bukit Puchong<br>AEON BIG<br><br><br>*Photos* 👇🏼<br>https://t.me/FaizImanPropertyRental/3660<br><br><br>Deposit : <br>1 Month Advance<br>2 Months Security<br>Utility Deposit <br>Tenancy Agreement<br><br>Contact<br>Faiz Iman<br>MAXXAN REALTY<br>6018-959 1718,Selangor,Puchong,2025-02-25 15:30,2025-02-26,110267396,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1109 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Security, Multipurpose hall, Parking, Club house",,"Tuai Residence Show Gallery, Lot 98513, Persiaran Setia Damai, Shah Alam, Selangor",Description <br>* Size :  1109 sqf<br>* Room : 3 Bed 2 Bath<br>* Car park : 2 car park<br>* Kitchen Cabinet<br>* Grill Door<br>* Aircond<br>* Fan<br>* Water Heater<br>Facilities <br>*Gymroom<br>*Swimming Pool<br>*Activity Room<br>Near Jaya Grocer<br><br>0192000148 Earon Lee,Selangor,Shah Alam,2025-02-25 15:28,2025-02-26,109777496,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Not Furnished,,,,"For Rent<br><br>Double Storey House, <br>Meru Klang.<br>Nearby Pasar Besar Klang.<br><br>20×65sqft<br>4 Bedrooms<br>3 bathrooms <br>Basic unit<br>Rental RM 1500<br><br>PEA NUMBER 2410<br><br>Please contact Zackinn 013-9944901 or for further info<br><br>(JET MN58)",Selangor,Klang,2025-02-25 15:28,2025-02-26,110267643,,
"RM 3,600 per month","House, For rent",Semi-Detached House,4,4,2450 sq.ft.,Partially Furnished,,,,"*2.5 Storey Semi D D’Kayangan,Seksyen 13 Shah Alam*<br><br>Details :<br>•4Bedrooms+1maidsroom, 4bathrooms<br>•2450 sft<br>•Partly furnished<br><br>*Rental : rm3600*",Selangor,Shah Alam,2025-02-25 15:27,2025-02-26,110267637,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,2,2,800 sq.ft.,Partially Furnished,"Barbeque area, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT","Bandar Puchong Jaya, Puchong, Selangor","Sri Cempaka Apartment Puchong<br> <br>Ground Floor <br><br>- Peaceful environment <br>- Next to the park <br>- Full of amenities at the surrounding area from restaurant, foodcourt, clinic and convenient stores<br>- 2km to Lrt Taman Wawasan<br>- Bustop in front of the unit <br><br>House description:<br><br>How many Bed and bath : 2 bed 2 bath <br>Partial or Fully furnish : Partial furnish <br>Requested rental rate: 1200<br>How many carparks : 1 carpark <br>Preferred type of tenant : family <br>Unit available date : 1st March 2025<br><br><br>*Breakdown deposit for unit <br>Sri Cempaka Apartment, Puchong <br> 👇🏻<br><br>*🏠2 Month Security Deposit (Refundable)RM1,100 x 2 = RM 2,200<br>*🔐1 Month Advance Rental (March 2025)= RM 1,100*✅<br>*⚡️1/2 Month Utilities deposit (Refundable)= RM550<br>*📝Stamping & Legal fee = RM300(1Year)*✅<br><br>*Total overall will be = RM4,150<br><br>(To Agency):-<br>Booking RM1,100<br>Stamping & Legal Fee  RM 300 <br><br>Balance <br>*RM4,150 - RM1,100 (1st month rental -March 2025) - RM300 (Stamping & Legal fee) = RM 2,750 (upon handover keys on  time to be confirm later)*",Selangor,Puchong,2025-02-26 12:32,2025-02-26,110267596,3.0455572,101.6259296
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,1000 sq.ft.,Partially Furnished,"Playground, Security, Swimming Pool, Gymnasium, Jogging Track, Lift, Barbeque area, Parking, Multipurpose hall, Minimart, Club house","Cooking Allowed, Air-Cond","Jalan Meranti Jaya 13, Taman Meranti Jaya, Puchong, Selangor",Mira By Shorea Puchong<br><br>Key 🗝️ ready for viewing <br><br>RM1300<br>Ready to move in Jan 1st 2025<br><br>2 bed 2 bath <br>Lighting and fan<br>Kitchen cabinet with Hood Basic<br>Nice view <br>Balcony <br>Brand New <br>2 carpark,Selangor,Puchong,2025-02-26 12:33,2025-02-26,109702196,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Security, Gymnasium, Sauna, Minimart, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan PJU 1A/3, Ara Damansara, Selangor","Maisson Residence, Ara Damansara<br><br>- 500sqft<br>- ⁠Studio with bathroom<br>- ⁠1 Carpark<br>- ⁠Fully furnished<br>- ⁠Facing swimming pool<br>- ⁠RM1700<br><br>Kindly WhatsApp Yeevy 019.662.8785",Selangor,Ara Damansara,2025-02-25 15:25,2025-02-26,110267352,3.117627529675484,101.5770953847049
RM 650 per month,"Apartment / Condominium, For rent",Studio,1,1,250 sq.ft.,Partially Furnished,"Gymnasium, Security, Parking, Minimart, Playground, Lift, Swimming Pool","Cooking Allowed, Air-Cond","Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor","Studio unit no bedroom<br><br>provide 1 parking lot<br><br>With Aircond<br>Water heater<br>Fan<br>Lights<br><br>Remark:<br>No provide parking<br>Tenant can rent from management, monthly about rm100.<br><br>FACILITIES :<br>- Swimming pool <br>– Gymnasium <br>– Cafeteria <br>- Squash court & Sepak takraw court <br>- Multipurpose hall <br>- Laundry <br>- Taska / Tadika <br>– Sauna <br>- Barbecue pit <br>- Playground<br>- Business centre <br>- Mini market <br>- Covered car park <br>- Sky jogging track <br>– Nursery <br>– Surau <br>- Meeting rooms <br>- Study room <br>– Library <br>- 24-hours security<br>- Access card entry system<br>.<br>ACCESSIBILITY :<br>- KESAS<br>- Federal Highway<br>- GUTHRIE<br>- NKVE<br>- ELITE<br><br>mr wong 0192184680",Selangor,Shah Alam,2025-02-25 15:25,2025-02-26,110267343,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,2,1,818 sq.ft.,Partially Furnished,"Tennis Court, Barbeque area, Swimming Pool, Minimart, Security, Jogging Track, Parking, Playground, Squash Court, Lift",,"Jalan Bukit Idaman 3/1, Taman Bukit Idaman, Selayang, Selangor","FOR RENT : Casa Mila Condominium Taman Bukit Idaman Selayang<br><br>====================<br>Asking Rental : RM 1,100 (Negotiable)<br>====================<br><br>DETAILS<br>• Size : 818 sqft<br>• Level 3A (with Lift)<br>• 2 Bedrooms & 1 Bathrooms<br>• Ready TV Cabinet<br>• Built-in Wardrobe<br>• Ready Kitchen Cabinet<br>• With Balcony<br><br>FACILITIES<br>• 1 Covered Parking<br>• Swimming Pool<br>• Surau<br>• Playground<br>• 24 Hour Security<br><br>AMENITIES<br>• SMK Ideal Heights<br>• IPD Gombak<br>• Hospital Selayang<br>• UiTM Selayang<br>• SK Selayang Utama<br><br>Interested to view, kindly contact<br><br>HAZIQ SHUIB 0134479488<br>REN 39302<br>IQI REALTY SDN BHD",Selangor,Selayang,2025-02-25 15:25,2025-02-26,110267325,3.2509787262964704,101.63881113261235
