monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 3,499 per month","Apartment / Condominium, For rent",Service Residence,2,2,911 sq.ft.,Fully Furnished,"Security, Playground, Parking, Swimming Pool, Lift, Barbeque area, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed, Internet","KK Times Square Boulevard, Off Jalan Mentari, Kota Kinabalu, Sabah","🔥𝐓𝐡𝐞 𝐋𝐨𝐟𝐭 𝐑𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐞𝐬 @ 𝐈𝐦𝐚𝐠𝐨 𝐅𝐎𝐑 𝐑𝐄𝐍𝐓 🔥<br>.<br>𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐭𝐚𝐢𝐥𝐬<br>🏠 Low Floor<br>🧱 Built Up Area : 911 sqft<br>🏠 2 Bedroom 2 Bathrooms<br>🏡 Conditions: Fully Furnished<br>.<br>𝐑𝐞𝐧𝐭𝐚𝐥<br>💰𝐑𝐌 𝟑,𝟒𝟗𝟗 𝗢𝗡𝗟𝗬<br>🌟(𝑁𝑒𝑔𝑜𝑡𝑖𝑎𝑏𝑙𝑒 𝑤𝑖𝑡ℎ 𝑇𝑒𝑟𝑚𝑠 & 𝐶𝑜𝑛𝑑𝑖𝑡𝑖𝑜𝑛)🌟<br>.<br>❌ 𝐍𝐨 𝐂𝐨-𝐁𝐫𝐨𝐤𝐞 ❌<br>.<br>𝘊𝘭𝘪𝘤𝘬 𝘵𝘩𝘦 𝘭𝘪𝘯𝘬 𝘣𝘦𝘭𝘰𝘸 & 𝘤𝘩𝘢𝘵 𝘧𝘰𝘳 𝘮𝘰𝘳𝘦 𝘪𝘯𝘧𝘰;<br>𝐊𝐞𝐧𝐧𝐞𝐭𝐡𝐆 𝐑𝐄𝐍 𝟓𝟐𝟖𝟖𝟏<br>𝟬𝟭𝟲 𝟴𝟭𝟰𝟲𝟬𝟲𝟬<br>📲https://wa.me/message/WB5EN4MIA5DIP1<br>📲https://wa.me/message/WB5EN4MIA5DIP1<br>📲https://wa.me/message/WB5EN4MIA5DIP1",Sabah,Kota Kinabalu,2025-04-15 21:01,2025-04-16,110788334,,
"RM 1,250 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Not Furnished,"Playground, Security, Jogging Track",,,"This house is located at Taman Sutera Emas 1 Krubong ,  Melaka <br>4rooms and 3bathrooms<br>22 x70 = 1,440 sq fts <br>24hours Gated and Guarded <br>1unit Air Conditioning and 1unit Refrigerator. <br>Suitable for family stay or working people. <br><br>Nearby Amenities:-<br>SJKRC Pay Fong 1, Mcdonald, Petrol Station and Retails shop <br>Easy access to SPA Highway. <br>Only 15min drive to Ayer Keroh Toll,  MITC <br><br>Negotiable for serious tenant <br>- High demand area *****<br>- Good for own stay or investment <br>- Limited unit *********<br>- First come first serve.<br><br>Serious buyer welcome to view. <br>Pls call Ms Janee at 017-6577 969.<br><br>Owner welcome to list. <br>We have ready buyer & tenant.",Melaka,Krubong,2025-04-15 21:03,2025-04-16,110852122,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Fully Furnished,"Parking, Gymnasium, Club house, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT",,"For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968<br><br>Youth City Residences near Shopping Mall, bank, food place, gembox, essential shop, KTM, Highway, University, school, and others. <br><br>The condo facility include bbq place, badminton court, futsal court, tennics court, playground, Scott court, basketball court, meeting room, party launge, gym room, art room and others.<br><br>Easy access to : <br><br>Aeon Mall Nilai (2 min)<br>Tesco & Giant (3 min)<br>Manipal International University (3 min)<br>The Parc Nilai Impian (4 min)<br>Nilai Medical Centre (5 min)<br>Nilai International School (5 min)<br>Nilai University School (5 min)<br>University Sains Islam Malaysia (5 min)<br>Taman Tasik Ujana Nilai Impian (5 min)<br>Nilai Springs Resort Hotel (7 min)<br>Nilai KTM Station (8 min)<br>Nilai Bus Terminal (8 min)<br>Inti International University (8 min)<br>ERL Station (10 min)<br>Xiamen University Malaysia (15 min)<br>Mitsui Outlet Park (17 min)<br>Mara Beranang Professional College (25 min)<br>UITM Dengkil Campus (25 min)<br>KLIA Airport (27 min)<br>PICC Putrajaya (28 min)<br><br>Highway <br>North-South Expressway (NSE)<br>Lekas highway<br><br>Unit Specs :<br>24 hour house Securities<br><br>Studio <br><br>Basic<br>light and fans <br>Aircorn<br>Curtain railing<br><br>Partial<br>light and fans<br>kitchen cabinet<br>grille door <br>grille yard <br>water heater<br>Aircorn<br>Curtain railing<br><br>FULLY<br><br>2 bilik 2 toilet<br><br>Basic <br>Light and fans<br>Curtain <br><br>Partial <br>Light and fans<br>Kitchen cabinet<br>Grille door<br>Grille Yard <br>Water Heater<br>Curtain Railing<br><br>FULLY<br><br>For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968",Selangor,Sepang,2025-04-15 21:08,2025-04-16,110358423,,
"RM 1,600 per month","House, For rent",1-storey Terraced House,3,2,1300 sq.ft.,Partially Furnished,,,,"Cheras Perdana Single Storey @cp 5 cheras south cheras selangor <br><br>*20x65sqft<br>*3 Room<br>*2 bath <br>*Partial Furnished<br>*Built-in cabinets in kitchen<br>*Air-cond x 4<br>*Water heater x 2<br>Prefer Chinese only <br>Open for viewing <br>Ready to move in 1st May<br><br>Rental Price：RM1,600 💰<br><br>Pm Stephanie 012-8628 267",Kuala Lumpur,Cheras,2025-04-15 21:03,2025-04-16,110852121,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1717 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track",Air-Cond,,"Location : Setia Permai 2 @ Setia Alam<br>Type : 2 Storey Terrace House<br>Land Size : 20' x 65'<br>Built Up : 1,717sqft<br>4 Bedrooms 3 Bathrooms<br><br>Provided : <br>> Fans and Lights<br>> 4 units of Air-conds<br>> Water Filter<br>> 2 units of Water Heaters<br>> Auto-gate<br>> 1 unit of 2 Doors Fridge<br>> 1 unit of 50"" TV<br>> 1 unit of 65"" TV<br>> Bed Frames<br>> Beds<br>> Wardrobes<br>> Sofa<br>> Dining Table<br>> Dining Chairs<br><br>Rental : RM 2,500<br><br>Contact Now<br>Shiny Ng 016-306 2807 (PEA 4038)<br><br>Cover many much areas<br>Owners are welcome to list<br>Thank you so much",Selangor,Setia Alam,2025-04-15 21:02,2025-04-16,110852117,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",,"Taman Melawati @ Skudai<br>Partially Renovation & Partially Furnishing !!<br>Ready Move In by anytime !!<br>Unit in Good Condition !!<br>Booking Fee with RM500 only !!<br>PM me for more picture or video !!<br><br>For Rent RM2,300<br>Deposit 2+1+0.5<br><br>Address: xx Jalan Melawati 15 Taman Melawati 81300 Johor Bahru<br>Type: Double Storey Semi D<br>Unit Type: Intermediate<br>Bedroom : 4<br>Bathroom : 3<br>Size: 40x80 with land<br>Renovation: Partially<br>Furnishing: Partial Furnished<br>Carpark : 3<br>Current Vacant or Tenanted: Vacant<br><br>Call or Whatsapp me<br>Winner Siaw<br>011-1181 6178<br>http://www.wasap.my/+601111816178/property_enquiry",Johor,Skudai,2025-04-15 20:59,2025-04-16,110792253,,
"RM 4,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1420 sq.ft.,Partially Furnished,"Gymnasium, Parking, Swimming Pool, Jogging Track, Security, Playground, Tennis Court, Barbeque area, Squash Court, Sauna","Air-Cond, Cooking Allowed","Lorong Leandros, Off Jalan Burma, Georgetown, Penang","Project Name: Bellisa Court @ Pulau Tikus <br>Category : Condominium <br><br>Address     : 1-E4-1<br>Built Up     : 1420sq.ft <br>Bedroom   : 3<br>Bathroom  : 2<br>Carpark     : 1<br>Condition  : Partially Renovated and Partially Furnished<br>Facing       : North East Pool View<br><br>FOR RENT RM4,000 <br><br>YOUR ONE STOP PROPERTY SERVICE - ACCESS TO MOST OF THE MARKET PROPERTY<br>一站式服务让你无忧虑 - 拥有市场上大多数的房地产让你选择<br><br>No fishing & Real advertisement / 只打真实单位和广告<br>Viewing anytime with few hours appointment earlier / 可以提早安排看屋<br>Different units available on hand/ 多种单位选<br><br>For more info, kindly contact Jun 0104684963<br>预知更多详情，请联络 Jun 陈樑骏 0104684963<br>OR<br><br>https://wa.me/60104684963",Penang,Georgetown,2025-04-15 21:03,2025-04-16,110612791,,
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Sauna, Multipurpose hall, Parking, Gymnasium, Jogging Track, Security, Swimming Pool, Lift, Barbeque area, Playground","Cooking Allowed, Air-Cond, Washing Machine","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor",Nadayu 801 Subang Murni <br>Help university <br>Subang airport <br><br><br><br>Size: 950sf<br>Rooms: 3<br>Toilet: 2<br>Carpark: 2<br><br>Playground <br>Badminton court <br><br>Rental RM: 1700<br><br>Aircond -  ✅<br>Water heater - ✅<br>Cupboard - ✅ all room built in<br>Fan -  ✅<br>Curtain Rod- ✅<br>Fridge - ✅<br>Washing machine - ✅<br>Kitchen cabinet - ✅<br>Washing machine  ✅<br>fridge  ✅<br><br><br><br><br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list✅,Selangor,Shah Alam,2025-04-15 21:06,2025-04-16,110114501,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Lift, Multipurpose hall, Security, Gymnasium, Barbeque area",,"Jalan Semenyih, Semenyih, Selangor","Zahra 1 3R2B P/F Semenyih<br><br>Size : 1000 sq. ft.<br>Floor : level 14<br>Rooms : 3<br>Bathrooms : 2<br>Car Parks : 2<br>Furnishing : Partially Furnished<br>Rental (Per Month) : 1200<br><br><br>Requirement For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- 1 Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>Don't Miss Out!! Call Me Today to Book a Viewing!!<br>Dante Leong ( REN 37556 )<br>HP: 0162445851<br><br>Owners are welcome to list with me and my TEAM, will provide you with a professional and a satisfying service. Thank You.",Selangor,Semenyih,2025-04-15 21:05,2025-04-16,109474298,2.9591043,101.8395751
"RM 2,300 per month","House, For rent",2-storey Terraced House,5,3,2356 sq.ft.,Partially Furnished,,,,scenic view<br>Freehold<br>Concrete Flooring<br>Freehold<br>No split level<br>non- flooded area<br>Contact Owner (0124167599),Penang,Penang Hill,2025-04-15 21:00,2025-04-16,109921001,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,840 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Sauna, Swimming Pool, Minimart, Playground, Security, Barbeque area, Multipurpose hall, Club house, Parking, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","Off Jalan Klang Banting, Bandar Bestari, Klang, Selangor","Maple Residences, Klang – Partially Furnished Unit for Rent<br><br>📏 Build-Up: 840 sqft<br>🛏 Rooms: 2+1 Bedrooms<br>🚿 Bathrooms: 2 Bathrooms<br>🚗 Parking: 2 Covered Parking Lots<br>💰 Rental: RM 1,300 per month<br><br>Unit Features:<br>✅ Partially furnished with basic essentials<br>✅ Air-conditioning in the living room and bedrooms<br>✅ Kitchen Table top with hood installed<br>✅ Water heaters in bathrooms<br>✅ Curtains provided<br><br>Facilities in Maple Residences:<br>🌟 24/7 Security with Access Card Control<br>🌟 Swimming Pool & Wading Pool<br>🌟 Fully Equipped Gymnasium<br>🌟 Multipurpose Hall<br>🌟 Children’s Playground<br>🌟 BBQ Area<br>🌟 Jogging Track<br><br>Strategic Location:<br>📍 Easy access to highways such as KESAS, Federal Highway, and NKVE<br>📍 Close to schools, banks, and clinics<br>📍 Nearby shopping centers like Aeon Bukit Tinggi, GM Klang, and Tesco Klang<br>📍 Convenient amenities including restaurants, supermarkets, and petrol stations<br><br>Contact Details:<br>📞 Call/WhatsApp: [019 6687334]<br>REN 02141<br><br><br><br>Act now! This comfortable and well-located unit is ready to welcome you.",Selangor,Klang,2025-04-15 20:58,2025-04-16,109309443,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Club house, Security, Jogging Track, Lift, Barbeque area, Tennis Court, Swimming Pool, Minimart, Playground, Multipurpose hall, Squash Court","Cooking Allowed, Near KTM/LRT",,"📱For further appointment or information can whatsapp O162OO7968<br><br>📱For further appointment or information can whatsapp O162OO7968<br><br>📱For further appointment or information can whatsapp O162OO7968<br><br>🚗 Youth City Residences near Shopping Mall, bank, food place, gembox, essential shop, KTM, Highway, University, school, and others.<br><br>▶️ The condo facility include bbq place, badminton court, futsal court, tennics court, playground, Scott court, basketball court, meeting room, party launge, gym room, art room and others.<br><br>Easy access to :<br><br>✅Aeon Mall Nilai (2 min)<br>✅Tesco & Giant (3 min)<br>✅Manipal International University (3 min)<br>✅The Parc Nilai Impian (4 min)<br>✅Nilai Medical Centre (5 min)<br>✅Nilai International School (5 min)<br>✅Nilai University School (5 min)<br>✅University Sains Islam Malaysia (5 min)<br>✅Taman Tasik Ujana Nilai Impian (5 min)<br>✅Nilai Springs Resort Hotel (7 min)<br>✅Nilai KTM Station (8 min)<br>✅Nilai Bus Terminal (8 min)<br>✅Inti International University (8 min)<br>✅ERL Station (10 min)<br>✅Xiamen University Malaysia (15 min)<br>✅Mitsui Outlet Park (17 min)<br>✅Mara Beranang Professional College (25 min)<br>✅UITM Dengkil Campus (25 min)<br>✅KLIA Airport (27 min)<br>✅PICC Putrajaya (28 min)<br><br>Highway<br>🚗 North-South Expressway (NSE)<br>🚗 Lekas highway<br><br>Unit Specs :<br>▶️ 24 hour house Securities<br><br>Studio<br><br>Basic<br>❤️light and fans<br>❤️Aircorn<br>❤️Curtain railing<br>❤️Kitchen Cabinet<br><br>Partial<br>❤️light and fans<br>❤️kitchen cabinet<br>❤️grille door<br>❤️grille yard<br>❤️water heater<br>❤️Aircorn<br>❤️Curtain railing<br><br>Fully Furnished<br><br>2 bilik 2 toilet<br><br>Basic<br>❤️Light and fans<br>❤️Curtain<br><br>Partial<br>❤️Light and fans<br>❤️Kitchen cabinet<br>❤️Grille door<br>❤️Grille Yard<br>❤️Water Heater<br>❤️Curtain Railing<br><br>Fully Furnished<br><br>📱For further appointment or information can whatsapp O162OO7968<br><br>📱For further appointment or information can whatsapp O162OO7968<br><br>📱For further appointment or information can whatsapp O162OO7968",Negeri Sembilan,Nilai,2025-04-15 21:07,2025-04-16,110632247,,
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,721 sq.ft.,Fully Furnished,"Playground, Barbeque area, Gymnasium, Parking, Swimming Pool, Security, Lift",Air-Cond,"Jalan Indah 15/2, Bukit Indah, Iskandar Puteri, Johor",🔥*Bukit Indah市中心公寓*🔥<br>🔥*家具全新没用过*🔥<br>🔥*随时可以看*🔥<br><br> *Sky Trees @ Bukit Indah*<br>- Dual Key <br>- 2Bed 2Bath<br>- 721sqft<br>- High Floor <br>- Brand New <br>- ⁠1 Car Park Lot<br>- ⁠Fully Furnished<br>- ⁠Any Time Can View<br><br>- Rental fee : RM3000<br><br>Please Contact <br>Owen See (Ren69696)<br>012-7011 888<br>https://wa.me/60127011888,Johor,Iskandar Puteri,2025-04-15 21:05,2025-04-16,110852036,1.4826541,103.6590111
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1365 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Parking, Security, Playground, Gymnasium, Lift",Washing Machine,"Jalan 6/48a, Bandar Baru Sentul, Sentul, Kuala Lumpur","Rafflesia Condominium, Sentul, Kuala Lumpur<br><br>Asking Price : RM1500 <br><br>DETAILS: <br>===============<br>Size: 1,365 sq/ft<br>3 Bedrooms<br>2 Toilet/Bath<br>Standard unit  <br>Ceiling fans : 5, <br>Water heaters : 2, <br>Washing Machine<br>Dining table<br>Sofa<br>Kichen Cabinet<br><br>FACILITIES:<br>===============<br>Guarded<br>Swimming pools<br>Gym<br>Community hall<br>Kindergarten<br>Surau<br>Playground<br>3 lifts functioning well<br>Minimart/shops <br>🚗1 car park, ground level<br><br>AMNETIES:<br>================<br>SK Bandar Baru Sentul (1 minutes)<br>SMK Bandar Baru Sentul (1 minutes)<br>Masjid Al-Syakirin KLCC (9 minutes)<br>KPJ Tawakkal KL Specialist Hospital (8 minutes)<br>Hospital Kuala Lumpur (7 minutes)<br>Klinik Kesihatan Sentul (5 minutes)<br>Sunway Putra Mall (8 minutes)<br>KLCC (12 minutes)<br>TRX (14 minutes)<br><br>➡️ACCESSIBILITY:<br>===============<br>LRT Sentul Station (5 minutes)<br>LRT Sentul Timur Station (6 minutes)<br>MRT/LRT Titiwangsa (7 minutes)<br>KTM Sentul (12 minutes)<br><br>http://www.wasap.my/60182219764/<br>Emma (REN27437)<br>Great Casa Realty Sdn Bhd<br>COA AGENT",Kuala Lumpur,Sentul,2025-04-15 20:49,2025-04-16,110852017,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Fully Furnished,"Club house, Parking, Playground, Gymnasium, Barbeque area, Sauna, Swimming Pool, Jogging Track, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan Desiran Tanjung 1, Seri Tanjung Pinang, Tanjong Tokong, Penang","Unit Details:<br><br>Property Name: The Brezza<br>Built up area: 1,250 sqft<br>Bedroom: 3<br>Bathrooom: 2<br>Carpark: 1<br>Condition: Fully Furnished & Fully Renovated<br><br>Price Asking For RM 2,500 only with Negotiable !!!<br><br>Kindly contact Sean (REN 59808) 6017-7427668 for arrange viewing",Penang,Tanjong Tokong,2025-04-15 20:49,2025-04-16,110852014,,
RM 450 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Playground, Minimart",,,"Sewa/Rent<br><br>Baiduri Apartment,Beranang,Tasik Kesuma Semenyih<br><br>Prefer melayu/comopany<br><br>Level 4<br>Tiada lift<br><br>DETAILS:<br>Size: 700sqft<br>Bedrooms: 3<br>Bathrooms: 2<br>Open  carparks 1st come 1st serve<br>Tiada lift<br>Basic unit sink<br>lampu dan kipas<br>Grill<br><br>Facilities:<br>- Kids Playground<br>- Minimarket<br><br>Amenities nearby:<br>- Near kolej Profesional Mara<br>- Tesco Extra Semenyih<br>- Aeon Eco Majestic (Under construction)<br>- Eco Hill Walk Shopping Mall<br>- Starbucks, McDonald's & Jaya Grocery<br>- Nottingham University<br>- Tenby International School at Setia EcoHill<br>- SMK Bandar Tasik Kesuma, SK Sin Ming, SMK ENGKU hussain<br>- Kesuma Industrial Park<br>Tesco, McD, Pizza Hut, KFC, Secret Recipe, Old town White Coffee, Klinik,<br>Masjid/Surau, Kedai Runcit, 7 Eleven,KK<br><br>Access:<br>- Jalan Semenyih<br>- Lekas Highway<br>- 10 mins to Bangi<br>- 15 mins to Kajang<br>- 20 mins to Cheras, Putrajaya, Seremban<br>- 30 mins to KL<br>- 35 mins to KLIA<br><br>1.5 km (3 minit) ke Kolej Profesional Mara / Mara Japan Industrial Institute<br>10 minit ke Nottingham University<br>15 minit ke KTM Batang Benar<br>19 km (30 minit) ke Nilai 3<br>33 km (40 minit) ke Putrajaya<br>30-60 minit ke Nilai 3, KLIA,LCCT, UPM , UKM, Nilai College<br><br>For more information and viewing, please contact:<br><br>Please do not Hesitate to contact me for viewing & enquiry<br><br>Call@WASSAP<br>SKY 0106652579",Selangor,Semenyih,2025-04-15 20:51,2025-04-16,110373259,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1140 sq.ft.,Partially Furnished,"Barbeque area, Playground, Jogging Track, Sauna, Club house, Parking, Security, Gymnasium, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lorong Lembah Indah 1, Simpang Ampat, Penang","Full Furnished Royale Infinity Condo For Rent @ Simpang Ampat<br>1140sqft <br>3 Bedroom <br>2 Bathroom <br>2 Parking<br><br>Fully furnished Condition<br>📌Come With📌<br>All bed & Bedframe<br>Dinning Table<br>Sofa <br>TV <br>Fridge <br>Kitchen Cabinet<br>Gas Stove<br>Aircon<br>Water Heater<br> <br>Key in hand 🔑 Can viewing anytime<br>Rental Asking RM1700<br><br>To know more details or appointment for viewing, kindly WhatsApp or contact 0124801502 Darren (REN 74617)<br><br>Owners feel free to share listing for us😊😊",Penang,Simpang Ampat,2025-04-15 20:50,2025-04-16,110851914,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Parking, Lift, Gymnasium, Squash Court","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor","*ONLY TENANT INQUIRIES, NO AGENTS<br><br>⚡️ 𝐑𝐄𝐀𝐃𝐘 𝐓𝐎 𝐌𝐎𝐕𝐄 𝐈𝐍 ⚡️<br>𝙎𝙚𝙧𝙫𝙞𝙘𝙚𝙙 𝘼𝙥𝙖𝙧𝙩𝙢𝙚𝙣𝙩 @ 𝙈𝙪𝙩𝙞𝙖𝙧𝙖 𝙑𝙞𝙡𝙡𝙚<br><br>It’s a well maintained 3 bedrooms unit in Block C, with a very spacious living area. Suitable for students, working colleagues and staffs. <br><br>Fully furnished with:<br>- Fridge <br>- Washing machine <br>- Sofa (new)<br>- Dining set <br>- Car park <br><br>Each bedroom consists of:<br>- 2 single sized beds (can be joined together to become 1 queen sized bed)<br>- 2 sets of study table & chair<br>- 2 wardrobe<br>- Aircond (all rooms)<br><br>✨ 𝐓𝐄𝐍𝐀𝐍𝐂𝐘 𝐃𝐄𝐓𝐀𝐈𝐋𝐒 ✨<br>- Minimum 1-2 years tenancy <br>- Rental RM1,900 (1 year); RM1,800 (2 years) <br>- Negotiable if good tenant profile<br><br>Contact me directly at https://api.whatsapp.com/send?phone=60123760020 if you’re interested 😃",Selangor,Cyberjaya,2025-04-15 20:53,2025-04-16,107196776,,
